state,district,disease,cases,deaths,start_date,report_date,status,comments,year,month,week
gujarat,kheda,hepatitis,22,0,2025-08-08,2025-08-08,under surveillance,"Cases of loss of appetite, abdominal pain, nausea and anorexia were reported from Umanagar society, Sub-District Kapadvanj, District Kheda. District RRT investigated the outbreak. Cases were in the age group 8-23 years. Possible cause of this outbreak was consumption of contaminated water. Cases were treated at UHC Kapadwanj. 4 cases were treated at Sahyog Hospital Kapadvanj. Out of 14 serum samples collected and sent to DPHL Nadiad, 2 samples tested positive for Hepatitis A and 1 sample for Hepatitis E (IgM ELISA). Out of 3 water samples collected and sent to BJMC Ahmedabad, 2 samples showed presence of E. coli. Chlorine tablets were distributed to households. Community awareness and health education given by the peripheral team on safe drinking water, hygiene and sanitation.",2025,8,32
tamil nadu,thanjavur,hepatitis,38,0,2025-08-07,2025-08-08,under surveillance,"Cases were reported from Villages Kumbakonam (Pattanam), Perumandi (CT), Melakaveri, Darasuram & Swamimalai, UPHC Melacauvery, Sub-District Kumbakonam, District Thanjavur. District RRT investigated the outbreak. Cases were treated symptomatically. Cases were in the age group 3-70 years. Out of 29 blood samples collected and sent to DPHL Thanjavur, 12 samples tested positive for Hepatitis A (IgM ELISA). Alternate supply through water tankers was arranged in the locality. Chlorine tablets were distributed to households. Community awareness and health education given by the peripheral team on safe drinking water, hygiene and sanitation.",2025,8,32
gujarat,girsomnath,dengue,10,0,2025-08-07,2025-08-08,under surveillance,"Cases were reported from Village Chitravad, Sub-District Talala, District Gir Somnath. Cases presented with symptoms of fever with fatigue and myalgia. District RRT investigated the outbreak. Cases were in the age group 35-70 years. Cases were treated at a PHC Borvav. Out of 10 serum samples collected and sent to Civil Hospital Veraval, 3 samples tested positive for Dengue (NS1 ELISA). Vector control measures were undertaken in the affected area. People were advised to wear full sleeve clothes and use mosquito nets.",2025,8,32
rajasthan,jhalawar,acute diarrheal disease,9,0,2025-08-07,2025-08-08,under surveillance,"Cases of loose motion and vomiting were reported from Village Taraj, Sub-District Khanpur, District Jhalawar. District RRT investigated the outbreak. Cases were treated symptomatically. Cases were in the age group 11-65 .years. ORS packets and Zinc tablets were given to cases. Chlorine tablets were distributed to households. 1 stool sample collected, tested negative for cholera by culture. Community awareness and health education given by the peripheral team on safe drinking water, hygiene and sanitation.",2025,8,32
maharashtra,dharashiv,malaria,21,0,2025-08-07,2025-08-07,under surveillance,"Cases of fever with chills were reported from Village Wakdikej, Sub-District Kalamb, District Dharashiv. Cases presented with fever. District RRT investigated the outbreak.Active search for fever cases was done in the affected area. Cases were treated at the health facility Itkur. Cases were in the age group 3-60 years. Out of 6 blood smears collected, 1 patient tested positive for Plasmodium vivax and had a travel history from Mumbai to village Wakdikej. Community awareness and health education given by the peripheral team on vector control measures, hygiene and sanitation.",2025,8,32
goa,southgoa,cholera,36,0,2025-08-07,2025-08-07,under surveillance,"Cases were reported from Village Velim, Sub-District Salcete, District South Goa. Cases presented with loose motion and vomiting. District RRT investigated the outbreak. Cases were crew members of a ship. Cases were treated at PHC Bali. 5 patients with severe dehydration were treated at Goa Medical College. Cases were in the age group 17-57 years. Out of 3 stool samples collected and sent to Goa Medical College, 1 sample tested positive for cholera by culture. Community awareness and health education given by peripheral team on safe drinking water, hygiene and sanitation",2025,8,32
assam,dibrugarh,acute diarrheal disease,13,1,2025-08-07,2025-08-10,under surveillance,"Cases were reported from Village Balijan Chah Bagan, Sub-District Tengakhat, District Dibrugarh. Cases presented with symptoms of loose stool and vomiting. District RRT investigated the outbreak. Cases were of the age group 2-68 years. Two rectal swabs and two water samples were collected and tested at the SRL, Department of Microbiology, AMCH, Dibrugarh. Culture of one rectal swab showed growth of Shigella flexneri, while the other showed no significant enteric bacterial pathogen. Coliform counts in both water samples indicated Class 4 contamination, rendering them unsatisfactory for drinking. 1 death was reported on 06/08/2025 at AMCH Dibrugarh, in a 45-year-old female who was suffering from symptoms of diarrhoea and vomiting. Public health measures, including distribution of ORS and zinc tablets, were implemented. Community awareness and health education given by the peripheral team on hand hygiene, sanitation & safe drinking water practice.",2025,8,32
maharashtra,bhandara,undifferentiated fever,58,0,2025-08-07,2025-08-07,under surveillance,"Cases of fever, with headache, body ache and sore throat were reported from Sainik school, Village Kesalwada, Sub-District Lakhani, District Bhandara. District RRT investigated the outbreak. Cases were treated symptomatically at a health camp organized in the locality. Majority of the cases were in the age group 5-14 years. 14 serum samples collected tested negative for Dengue and Chikungunya. Community awareness and health education given by the peripheral team on vector control measures, respiratory etiquettes, hygiene and sanitation.",2025,8,32
odisha,khordha,hepatitis,10,0,2025-08-07,2025-08-07,under surveillance,"Cases of loss of appetite, pain in abdomen and yellow coloured urine were reported from Ward no. 56, Mainshi khala basti, Kalpana UPHC, District Khordha. District RRT investigated the outbreak. Cases were treated symptomatically. Chlorine tablets were distributed to households. Cases were in the age group 4-30 years. 4 serum samples collected and sent to DPHL Khorda, tested positive for Hepatitis A (IgM ELISA). Community awareness and health education given by the peripheral team on safe drinking water, hygiene and sanitation.",2025,8,32
maharashtra,kolhapur,hepatitis,83,0,2025-08-06,2025-08-06,under surveillance,"Cases were reported from Village Keloshi Bk (Khamkarwadi area), Sub-District Radhanagari, District Kolhapur. Cases presented with loss of appetite, anorexia, abdominal pain and yellow coloured urine. District RRT investigated the outbreak. Cases were in the age group 4-79 years. The total population of the affected area was 996. The source of water was well water in the affected area where a stream flows beside the well and water from the stream is fetched into the well for accumulation and then without any proper purification method the water was directly supplied to the public through water supply pipeline. Chlorination of well was done. Pipeline leakages were repaired. Cases were treated at a health camp organized in the affected area and at CHC Dhamod. Out of 14 serum samples collected and sent to SSH lab, 5 samples tested positive for Hepatitis A (IgM ELISA). Out of 3 water samples collected and sent to Minilab Solankur, 2 were unfit for household consumption. Community awareness and health education given by the peripheral",2025,8,32
karnataka,dharwad,undifferentiated fever,68,0,2025-08-06,2025-08-06,under control,"Cases of fever were reported from Village B. Shigatti, Sub-District Kalghatgi, District Dharwad. Block RRT investigated the outbreak. Health staff visited the village and house to house search for fever cases was done. Cases were treated at PHC Galagi Hulakoppa and Taluk Hospital, Kalaghatagi. 26 blood smear samples collected at PHC Galagi Hulakoppa tested negative for malaria parasite. Out of 5 blood samples tested, 1 sample was positive for Dengue (NS1 antigen). Further, 5 blood samples were sent to DPHL Dharwad tested negative for Dengue and Chikungunya by IgM ELISA. Cases were in the age group 2-82 years. Anti-larval measures were carried out in the affected area. Health education on safe drinking water, environmental cleanliness, hand hygiene, and prevention of waterborne and vector-borne diseases was given to the community members. Fogging and drainage cleaning activities in coordination with the Gram Panchayat was carried out in the area.",2025,8,32
